lagtime	RRD_p|all	se_p|all	wtd_avg_RRD_p|all	se_p|all
492	0.000137934859100817	0.000122019528912713	0.000243839987161816	0.00015512984355921
498	0.000113430583600001	0.000122018307131555	0.00026274131626938	0.000155132638193066
504	8.86405034392442e-05	0.000122018281903767	0.000245253732257135	0.000155119774274758
510	0.000131345041069027	0.000122021832196727	0.000253518186761097	0.000155103551440486
516	0.000171918427688223	0.000122021462327894	0.000260155983342889	0.000155093517103475
522	0.000169709118452769	0.000122020805561952	0.000227977992867926	0.000155083061848946
528	0.000163954390870407	0.000122019337862938	0.000208214621323864	0.000155083608830321
534	0.000162347300278109	0.000122018401541685	0.000205484003959679	0.000155095107310026
540	0.000126092812812099	0.000122019540665775	0.000151616001983578	0.000155137051176712
546	8.51872440716208e-05	0.000122020938915084	0.000115283897911827	0.000155185223220592
552	8.13593428139325e-05	0.000122026796293719	7.55291435727068e-05	0.000155245663729873
558	8.0352486310379e-05	0.000122026750789399	4.65395822561939e-05	0.000155320584858908
564	8.69069080264116e-05	0.000122021448437677	-4.00206312667278e-05	0.000155405945640622
570	6.99287553524753e-05	0.000122013266741219	-9.0535060948116e-05	0.000155473867870242
576	7.43306976887227e-05	0.000122002715809968	-0.000102737800064596	0.000155554843469464
582	0.000128980082713005	0.000121990452807597	-1.00623208759791e-05	0.000155615393555809
588	0.000149274745792544	0.000121968612587471	8.36471587134544e-05	0.000155652435884875
594	0.000137366062365524	0.000121947968665198	4.38137686460762e-05	0.000155648202655212
600	0.000142660826203914	0.000121941554741427	6.42846120087334e-05	0.00015566904496188
