lagtime	NRF_p<1.75|antQ0.00876-0.1	NRF_p=1.75-3.5|antQ0.00876-0.1	NRF_p=3.5-5.25|antQ0.00876-0.1	NRF_p=5.25-7.1125|antQ0.00876-0.1	NRF_p<1.6375|antQ0.1-0.2	NRF_p=1.6375-3.33333|antQ0.1-0.2	NRF_p=3.33333-5.0625|antQ0.1-0.2	NRF_p=5.0625-6.875|antQ0.1-0.2	NRF_p<2.25|antQ0.2-0.5	NRF_p=2.25-4.5|antQ0.2-0.5	NRF_p=4.5-6.75|antQ0.2-0.5	NRF_p=6.75-9.125|antQ0.2-0.5	NRF_p<1.9|antQ0.5-1	NRF_p=1.9-3.83333|antQ0.5-1	NRF_p=3.83333-5.8125|antQ0.5-1	NRF_p=5.8125-7.875|antQ0.5-1	NRF_p<2.4|antQ1-20.2	NRF_p=2.4-4.86667|antQ1-20.2	NRF_p=4.86667-7.3125|antQ1-20.2	NRF_p=7.3125-9.875|antQ1-20.2	se_p<1.75|antQ0.00876-0.1	se_p=1.75-3.5|antQ0.00876-0.1	se_p=3.5-5.25|antQ0.00876-0.1	se_p=5.25-7.1125|antQ0.00876-0.1	se_p<1.6375|antQ0.1-0.2	se_p=1.6375-3.33333|antQ0.1-0.2	se_p=3.33333-5.0625|antQ0.1-0.2	se_p=5.0625-6.875|antQ0.1-0.2	se_p<2.25|antQ0.2-0.5	se_p=2.25-4.5|antQ0.2-0.5	se_p=4.5-6.75|antQ0.2-0.5	se_p=6.75-9.125|antQ0.2-0.5	se_p<1.9|antQ0.5-1	se_p=1.9-3.83333|antQ0.5-1	se_p=3.83333-5.8125|antQ0.5-1	se_p=5.8125-7.875|antQ0.5-1	se_p<2.4|antQ1-20.2	se_p=2.4-4.86667|antQ1-20.2	se_p=4.86667-7.3125|antQ1-20.2	se_p=7.3125-9.875|antQ1-20.2
253	-1.64936836785998e-05	-0.00146974803083198	-0.00212932710668056	0.00604183475685298	0.000744364238925085	0.00134126360297757	0.000158912150611762	-0.00304142469087933	0.00027359363152811	0.000522039458511107	0.00227210988781306	0.00282316917578915	0.000403311560140046	0.00165991004986851	0.00499386279991686	0.00638533804086916	-0.0009546691039338	0.00164163540121491	0.00247394819876991	-0.002022203676373	0.000466319668173339	0.00130809182567698	0.00296774561202369	0.00472932015972968	0.000478392935259257	0.00127697034087751	0.00267493896833646	0.00463568381456972	0.000395032465337714	0.00132641735454845	0.00278443943257798	0.00481850990055423	0.000514225234810697	0.00142458040849766	0.00284122429137095	0.00573672655195632	0.000711211766534572	0.00120555732040882	0.00195740633818637	0.00343497918263076
295	-0.000632941679620513	-0.000129828783323431	3.00151295706376e-05	-0.00146849360143585	9.60673778503002e-05	0.00062627628768792	0.00385081754518224	0.00359452219170267	0.000345865090501973	-0.000839208739946554	-0.000330217802372505	0.00135287371595755	-0.000442247255033586	0.00122193215186688	0.0060069053338644	0.00286928003552787	0.000471803522565471	-0.000375787755854957	-0.00196882129592322	0.000172768251533554	0.000430286319527645	0.00123911084690793	0.00278337131545038	0.00444332372269431	0.000443301607054995	0.00120929480467051	0.00253847262961623	0.00442308756626223	0.000366041561519127	0.00124734644589866	0.00266577530034152	0.00454251526126103	0.000484755338608455	0.00133680083466188	0.00268527424862469	0.00548105650447213	0.000660352609690833	0.00113208571579233	0.00184525806512445	0.00322692036746899
344	-0.000471895072848665	-0.00246629936127546	-0.000253572873277394	-0.00213185396459528	0.000381263942808213	0.00187117098143843	0.00149117349625701	0.000833433745309222	-7.13767765644795e-05	0.000775753915862627	-0.000926707992911472	-0.00230088805338752	4.57031696714485e-05	0.000320633111073436	-0.000697776351912333	0.001270840677214	0.000551715835930087	-0.00200894389513923	0.00240718394832343	0.0101369683092937	0.000396752566694091	0.00118476322810983	0.00260676769253857	0.00416087076528711	0.000412869996924138	0.00115321925658745	0.00242828397490733	0.00417797294334709	0.000335460128165678	0.00118635121283109	0.00252877363766219	0.00428481986549141	0.00045336668192912	0.00126480868975465	0.00252816568699111	0.00526505757894944	0.000616761763237426	0.00106421940620512	0.00173886335369066	0.00316994871155126
401	-0.000282790694481751	-0.00292960786587459	-0.00120661801359454	-0.00108101317060583	-0.000384006389109254	0.000571062878812335	0.00243279835032739	0.00346810896415527	4.31521601686977e-05	-0.000309872462321372	-0.00132587114024194	0.00122254202226215	-0.000714380389197995	-3.29824871378105e-05	0.00109672670450271	0.00827322923518815	0.00111741775357196	-0.000989017006687426	-0.000151771519587157	-0.00903592816947782	0.000366578090441533	0.00112982820330391	0.00245634325742892	0.00395026385871059	0.000376779123579916	0.00108765547241832	0.00225395259742245	0.00391860121002291	0.000309213011764875	0.00111098017174682	0.00238974112545348	0.0041322615450932	0.000430510862976202	0.00118264817886419	0.00240789334283469	0.00497382312047812	0.000574923880115343	0.0010075486844485	0.00166551990968333	0.00312669463730438
467	6.13994584439617e-05	-0.0014343975087227	-0.00358101596746134	-0.00140118193221343	0.000354604378297601	0.000492339779822155	-0.0032192846143056	-0.0011247594014426	-0.000211169523941108	0.000912120104107366	0.00523739174979452	0.000537249215248309	0.00164203785294323	0.00115139005414051	-0.00425757337950449	-0.0219304993564962	0.000798492848529831	-0.00119490134934844	0.00149199938440235	0.00145086592254338	0.000341879671886649	0.00108547555355432	0.00229838419549524	0.00372172483938293	0.0003477773587176	0.00102066411037163	0.00211449472185921	0.00370276169824492	0.000285988366890026	0.00102114120598613	0.00228115733850689	0.00392824913780683	0.000402670974783485	0.00109068216059317	0.00225539072664844	0.00474794549077239	0.000537659890772543	0.000932029763838115	0.00156632661226712	0.00298023613107736
544	-0.000679948430085372	-0.000617027725034708	-0.00322333380484507	-0.00425366306569354	-0.000234018584574593	-0.00103144039978329	0.00125652971285162	-0.001367545100484	-0.000128057870305585	0.000336839759602096	0.00291927323488686	-0.00115196711659649	0.0006617550740094	0.000637580465981788	0.000892488638272408	0.00385755119333385	-0.000572622239545147	-0.000194040300343924	0.000358874304416266	-0.00427619427754814	0.000317226453873411	0.00102924741451291	0.00214981399506765	0.00348273217871559	0.000319994866109055	0.000956294118706924	0.0019578300185199	0.0034229561744692	0.000266225711744423	0.000942037379395381	0.0021175711703474	0.00369990244533504	0.000370661368677142	0.00101097480240886	0.00210493080484513	0.00435520175674326	0.000490717176399974	0.000861421884070404	0.00142055940120725	0.00273946985120735
633	-4.17344737793541e-05	-0.00184598539998632	-0.000989133167055942	0.00188830704567317	-0.000593613524913534	-0.00103074355309672	-0.00113263034813635	-0.00194098798172683	-0.000389484432157001	0.00171411503659335	0.0024270765044761	0.00103060230030755	-0.00051077172187895	-0.000584688966913053	0.00336827508119549	0.00473898678424161	-0.000769444042885083	5.4200800823532e-06	-0.000686946113973767	-0.00408761073437064	0.000292829546831967	0.000962765601928241	0.0020261182246982	0.00326703453933494	0.000293636661403904	0.000879668256955175	0.00183402980961617	0.00318599822786397	0.000252873152916158	0.000883707298988634	0.00197030599227309	0.00350660148255426	0.00034702760225357	0.000935360707745233	0.00194025734923527	0.00407403436272747	0.000452612704236936	0.000807095992103649	0.00132646156934259	0.00258557403009339
737	-0.00023807291772563	-0.000922410217009041	0.00079424501161767	0.00108013365620708	0.000338153229334523	0.000201451745510278	-0.00120517227356062	-0.000581407673350445	-0.000167206976438752	-0.00193896159009929	-0.00437817054724127	-0.00654945614301874	3.15054546008334e-05	0.000445688485603877	0.000387885327948656	-0.00339314521145199	0.00133870748609847	0.000480956900696151	-0.00292176955185326	0.0012663630611232	0.000269671170294123	0.000905549775954369	0.00191198159992009	0.00309095070084833	0.000272489243850365	0.00080790045000906	0.00172438345365523	0.00302405782836178	0.000231190316965098	0.0008230782117207	0.00183997144664242	0.0031642094505136	0.00032477128590024	0.00086535086748421	0.00179103065159956	0.00393713373822739	0.000422752672464014	0.00074944257434264	0.00120491689720282	0.00239346658279231
858	0.000195664365466381	-0.00152901053644511	5.73920618850751e-06	0.000402015187041704	0.000181112423752609	-0.000999268516029779	-0.0024515420234818	0.00456023063929004	-0.000499045119888023	0.00158229980089035	0.00170448757198789	-0.00490480943081766	0.000111656643097997	5.33147562444166e-05	-0.00277226611668656	-0.00288754739796948	0.000453070479204551	0.000372853499757992	-0.000442968231671356	-0.00132413871474017	0.000249776344921289	0.00085932917356277	0.00181470414815273	0.00290840685260272	0.000254240882704717	0.000741516687382647	0.00161836708820713	0.00281967276114595	0.000209883126141109	0.000754515866639416	0.00172287789888536	0.00288969980564609	0.000309606454663068	0.000811178372752612	0.00166604273088239	0.00375300289606201	0.000394266274530371	0.000673296348126756	0.00111325561939452	0.00224047042273802
1000	-0.000398410045473268	-0.000291896004753862	-0.000220898671012603	-0.000761435618567447	-8.36608378943064e-05	-0.000234167708555827	0.000441624550107501	-0.00332094712156026	0.000259465696701116	0.00143789259307416	0.00256925186269183	-0.00560239948734298	-0.000260531446723481	0.00314289659779336	-0.00103637451951354	-0.00777551766787054	-0.000419251757422271	0.00224616809092164	0.000882832466223887	-0.00134522810518585	0.000243413346551728	0.000815590299239282	0.00173711077662396	0.00277784168884011	0.000239472915226786	0.000685006446764461	0.00150728443370687	0.00262124962815265	0.000195716391809887	0.00068520486427607	0.00161827194232463	0.0026916697884039	0.000299204886299672	0.000758528952205158	0.00153012617966875	0.0034608129917115	0.000368418411008487	0.000615827288350342	0.00106284003825312	0.00217079158488102
