lagtime	wtd_avg_RRD_p|antQ0.00876-0.1	wtd_avg_RRD_p|antQ0.1-0.2	wtd_avg_RRD_p|antQ0.2-0.5	wtd_avg_RRD_p|antQ0.5-1	wtd_avg_RRD_p|antQ1-20.2	se_p|antQ0.00876-0.1	se_p|antQ0.1-0.2	se_p|antQ0.2-0.5	se_p|antQ0.5-1	se_p|antQ1-20.2
88	-0.001036269160182	0.000425931853024222	0.00182131896778639	0.00164921119698236	0.000839457681764427	0.000376120097998791	0.000376597900902127	0.000291270504256127	0.000398462948232599	0.000387845903087689
89	-0.00124538611935964	-4.647355032532e-05	0.00213009191917584	0.00148418744010286	0.00108429046727126	0.00037605310415245	0.000376469937764684	0.000291144879171043	0.000398244063119669	0.000387788582320209
90	-0.00127220147945432	0.00019079553206734	0.00242676930718673	0.00135903558244837	0.00129543422212464	0.000375994768847928	0.000376311899075956	0.000291034804695797	0.000397868709246546	0.000387738669214799
91	-0.00100437973996423	0.00111597384827596	0.00221771509677311	0.00196752364349061	-3.20882554064278e-07	0.00037590903856203	0.000376153957244102	0.000290916679201265	0.000397459776169411	0.000387582280509773
92	-0.00120511047070644	0.001060954645057	0.00232816726378315	0.00243979541406502	0.00073901462735871	0.000375830098139881	0.000375972325773047	0.000290754062911693	0.000397014875144941	0.000387435137632167
93	-0.00104239066370199	7.42469440881149e-05	0.00215774699673923	0.00226529210780558	0.00160051192888538	0.000375728262146465	0.000375788020182635	0.000290605661230856	0.000396456151997566	0.000387285098828624
94	-0.00131034438956801	0.000242311347933774	0.00227432807865442	0.0027359867317843	0.00116559406906951	0.000375628027904827	0.000375601495359215	0.000290433595467275	0.000395917959192447	0.000387088780393169
95	-0.00134195839015138	0.000639584563392407	0.0020965459154886	0.00293232679983971	2.10764422853419e-06	0.000375520233229558	0.000375375720333222	0.000290227169206553	0.000395141301157514	0.000386917138088326
96	-0.00161370717962219	0.00101324967502799	0.00244338570744715	0.00302078207924188	0.000374358715657114	0.000375432226848194	0.000375047756390513	0.000289980130469152	0.000394244994157074	0.000386635253654821
97	-0.00149989375842371	0.000733930286545533	0.00189359986599946	0.00212121776713361	0.000774352356245129	0.000375306740852627	0.000374753972958803	0.000289694262206276	0.000393073743267078	0.00038602141872141
98	-0.00157937305784751	0.000174913260642036	0.00162387257953411	0.00240241384774477	0.0014959022783119	0.00037517853481567	0.000374493104500106	0.000289373554465655	0.000391882230267647	0.000385498284600367
99	-0.00118993450863432	0.000297092497679739	0.00164741617911425	0.00282693177695447	0.0011863497606695	0.000375087388250574	0.000374224615695439	0.000288913600626511	0.000390422146696703	0.000384005952252469
100	-0.00140502855465982	-8.65779956917566e-05	0.0014720291149817	0.0036619040726962	0.00150156297448242	0.000374652946334004	0.000373387686318221	0.000287589812020655	0.000387325909564562	0.000376707402692511
